iso3,year,country_id,region_id,g_whoregion,success,cohort,prop_success,e_inc_100k,e_mort_100k,c_cdr,year_z,e_inc_100k_z,e_mort_100k_z,c_cdr_z,e_tbhiv_prct,used_2021_defs_flg
LBR,2016,93,1,AFR,5642,7374,0.7651206943314348,279,69,54,-0.5069953891352319,0.8639902906402305,1.0334169817956345,-0.8988759690495689,16,NA
LBR,2017,93,1,AFR,5338,6907,0.772839148689735,268,59,59,-0.20900756887960567,0.8000270041935145,0.800550486962704,-0.5713403419712327,15,NA
LBR,2018,93,1,AFR,5778,7703,0.7500973646631183,257,55,61,0.08898025137602054,0.7360637177467985,0.7074038890295317,-0.44032609113989835,17,NA
LBR,2019,93,1,AFR,5643,7509,0.7514982021574111,249,47,66,0.38696807163164676,0.6895449639673688,0.5211106931631874,-0.11279046406156223,14,NA
LBR,2020,93,1,AFR,5290,6990,0.7567954220314735,240,54,56,0.684955891887273,0.6372113659655102,0.6841172395462387,-0.7678617182182345,11,0
LBR,2021,93,1,AFR,71,91,0.7802197802197802,232,49,60,0.9829437121428992,0.5906926121860804,0.5676839921297734,-0.5058332165555656,11,1
LBR,2022,93,1,AFR,5514,7043,0.7829050120687208,224,48,59,1.2809315323985255,0.5441738584066506,0.5443973426464803,-0.5713403419712327,11,1
LBY,2012,94,3,EMR,957,1590,0.6018867924528302,38,6.8,66,-1.6989466701577367,-0.5373871669650921,-0.41501261606519324,-0.11279046406156223,7.2,NA
LBY,2013,94,3,EMR,799,1345,0.5940520446096654,35,6.8,61,-1.4009588499021106,-0.5548316996323783,-0.41501261606519324,-0.44032609113989835,3.9,NA
LBY,2014,94,3,EMR,659,1153,0.5715524718126627,33,7.2,55,-1.1029710296464843,-0.5664613880772358,-0.40569795627187605,-0.8333688436339016,4.7,NA
LBY,2015,94,3,EMR,589,966,0.6097308488612836,32,7.9,47,-0.8049832093908581,-0.5722762322996645,-0.38939730163357084,-1.3574258469592395,2.2,NA
LBY,2016,94,3,EMR,668,1131,0.5906277630415562,32,7.3,53,-0.5069953891352319,-0.5722762322996645,-0.4033692913235467,-0.9643830944652361,2.2,NA
LBY,2017,94,3,EMR,800,1363,0.586940572267058,34,6.9,59,-0.20900756887960567,-0.5606465438548071,-0.4126839511168639,-0.5713403419712327,2.6,NA
LBY,2018,94,3,EMR,1415,2045,0.6919315403422983,37,5.3,72,0.08898025137602054,-0.5432020111875209,-0.44994259029013284,0.2802522884324411,1.2,NA
LBY,2019,94,3,EMR,1559,2215,0.7038374717832957,40,4.3,80,0.38696807163164676,-0.5257574785202347,-0.47322923977342585,0.8043092917577789,1.2,NA
LBY,2020,94,3,EMR,1204,1734,0.6943483275663207,43,8.7,57,0.684955891887273,-0.5083129458529485,-0.3707679820469365,-0.7023545928025672,0.65,1
LBY,2021,94,3,EMR,1197,1944,0.6157407407407407,47,9.5,58,0.9829437121428992,-0.48505356896323365,-0.352138662460302,-0.6368474673869,0.65,1
LBY,2023,94,3,EMR,1378,2421,0.5691862866584056,57,12,55,1.5789193526541516,-0.42690512673894637,-0.2939220387520694,-0.8333688436339016,3.6,1
LTU,2012,97,4,EUR,1163,1459,0.7971213159698424,91,9.8,60,-1.6989466701577367,-0.22920042317636977,-0.3451526676153141,-0.5058332165555656,2.4,NA
LTU,2013,97,4,EUR,1107,1392,0.7952586206896551,85,8.5,62,-1.4009588499021106,-0.2640894885109421,-0.3754253119435951,-0.3748189657242311,3.4,NA
LTU,2014,97,4,EUR,1034,1282,0.8065522620904836,79,9.1,64,-1.1029710296464843,-0.29897855384551447,-0.36145332225361926,-0.24380471489289668,3.2,NA
LTU,2015,97,4,EUR,962,1219,0.7891714520098442,73,7.8,66,-0.8049832093908581,-0.3338676191800868,-0.3917259665819002,-0.11279046406156223,3.8,NA
LTU,2016,97,4,EUR,967,1152,0.8394097222222222,70,7.2,67,-0.5069953891352319,-0.35131215184737297,-0.40569795627187605,-0.04728333864589502,3.2,NA
LTU,2017,97,4,EUR,900,1086,0.8287292817679558,65,6.5,68,-0.20900756887960567,-0.3803863729595166,-0.42199861091018115,0.018223786769772203,3.5,NA
LTU,2018,97,4,EUR,807,926,0.8714902807775378,54,4.8,70,0.08898025137602054,-0.44434965940623256,-0.46158591503177937,0.14923803760110665,3.2,NA
LTU,2019,97,4,EUR,754,866,0.8706697459584296,50,4.6,72,0.38696807163164676,-0.46760903629594747,-0.466243244928438,0.2802522884324411,2.6,NA
LTU,2020,97,4,EUR,514,601,0.8552412645590682,34,4.1,73,0.684955891887273,-0.5606465438548071,-0.4778865696700845,0.3457594138481083,2.9,1
LTU,2021,97,4,EUR,456,528,0.8636363636363636,31,3.9,73,0.9829437121428992,-0.5780910765220932,-0.48254389956674315,0.3457594138481083,2.5,1
LTU,2022,97,4,EUR,538,617,0.8719611021069692,35,4.2,73,1.2809315323985255,-0.5548316996323783,-0.4755579047217552,0.3457594138481083,2.7,1
LTU,2023,97,4,EUR,517,599,0.8631051752921536,34,4.8,73,1.5789193526541516,-0.5606465438548071,-0.46158591503177937,0.3457594138481083,4.2,1
MDG,2012,102,1,AFR,21608,26261,0.8228171052130536,227,55,48,-1.6989466701577367,0.5616183910739367,0.7074038890295317,-1.2919187215435721,2.1,NA
MDG,2018,102,1,AFR,28537,34317,0.8315703587143398,214,43,58,0.08898025137602054,0.48602541618236333,0.4279640952300151,-0.6368474673869,1.6,NA
MDG,2019,102,1,AFR,29570,35882,0.8240900730171117,214,40,62,0.38696807163164676,0.48602541618236333,0.35810414678013597,-0.3748189657242311,1.2,NA
MDG,2020,102,1,AFR,27830,33576,0.8288658565642125,214,43,58,0.684955891887273,0.48602541618236333,0.4279640952300151,-0.6368474673869,1.6,1
MDG,2021,102,1,AFR,32847,39687,0.8276513719857888,216,39,63,0.9829437121428992,0.4976551046272208,0.3348174972968429,-0.3093118403085639,1.6,0
MDG,2022,102,1,AFR,34266,45724,0.7494095004811477,218,35,68,1.2809315323985255,0.5092847930720783,0.24167089936367073,0.018223786769772203,1.6,1
MDG,2023,102,1,AFR,37466,45508,0.8232838182297618,220,36,68,1.5789193526541516,0.5209144815169356,0.26495754884696376,0.018223786769772203,2.9,1
MWI,2012,116,1,AFR,15849,19361,0.8186044109291876,291,111,45,-1.6989466701577367,0.9337684213093751,2.0114562600939427,-1.4884400977905738,59,NA
MWI,2013,116,1,AFR,14506,17779,0.8159064064345576,261,101,42,-1.4009588499021106,0.7593230946365134,1.778589765261012,-1.6849614740375756,56,NA
MWI,2014,116,1,AFR,13867,16267,0.852462039712301,228,86,43,-1.1029710296464843,0.5674332352963655,1.4292900230116163,-1.6194543486219084,54,NA
MWI,2015,116,1,AFR,12585,15597,0.80688593960377,197,70,47,-0.8049832093908581,0.387173064401075,1.0567036312789275,-1.3574258469592395,53,NA
MWI,2016,116,1,AFR,12877,15683,0.821080150481413,176,59,50,-0.5069953891352319,0.26506133573007185,0.800550486962704,-1.1609044707122378,53,NA
MWI,2017,116,1,AFR,14003,16321,0.8579743888242142,162,48,57,-0.20900756887960567,0.18365351661606968,0.5443973426464803,-0.7023545928025672,49,NA
MWI,2018,116,1,AFR,13522,15435,0.8760609005506965,153,46,55,0.08898025137602054,0.13131991861421116,0.49782404367989425,-0.8333688436339016,48,NA
MWI,2019,116,1,AFR,14748,16844,0.8755639990501068,146,39,61,0.38696807163164676,0.09061600905721008,0.3348174972968429,-0.44032609113989835,47,NA
MWI,2020,116,1,AFR,13320,14863,0.8961851577743389,138,40,56,0.684955891887273,0.04409725527778029,0.35810414678013597,-0.7678617182182345,45,1
MWI,2021,116,1,AFR,12797,14221,0.8998663947683004,132,39,55,0.9829437121428992,0.00920818994320794,0.3348174972968429,-0.8333688436339016,45,1
MWI,2022,116,1,AFR,16015,17723,0.9036280539412064,125,28,70,1.2809315323985255,-0.03149571961379313,0.07866435298061938,0.14923803760110665,48,1
MWI,2023,116,1,AFR,17088,18767,0.9105344487664517,119,23,75,1.5789193526541516,-0.06638478494836549,-0.037768894435845864,0.47677366467944277,47,1
MYS,2012,117,6,WPR,17068,22015,0.7752895752895753,108,7.3,68,-1.6989466701577367,-0.13034807139508145,-0.4033692913235467,0.018223786769772203,6.1,NA
MYS,2013,117,6,WPR,17640,23346,0.7555898226676947,112,7.2,69,-1.4009588499021106,-0.10708869450536655,-0.40569795627187605,0.08373091218543942,7.3,NA
MYS,2014,117,6,WPR,18601,23982,0.7756233842048202,110,7.2,71,-1.1029710296464843,-0.118718382950224,-0.40569795627187605,0.21474516301677388,6.8,NA
MYS,2015,117,6,WPR,18488,23565,0.7845533630384044,104,6.9,72,-0.8049832093908581,-0.15360744828479636,-0.4126839511168639,0.2802522884324411,5,NA
MYS,2016,117,6,WPR,19980,25005,0.7990401919616077,106,7.7,74,-0.5069953891352319,-0.1419777598399389,-0.3940546315302295,0.41126653926377554,6.3,NA
MYS,2017,117,6,WPR,20158,24810,0.8124949617089883,103,7.3,76,-0.20900756887960567,-0.15942229250722506,-0.4033692913235467,0.54228079009511,6.1,NA
MYS,2018,117,6,WPR,19344,24463,0.7907452070473777,100,6.1,76,0.08898025137602054,-0.17686682517451124,-0.43131327070349845,0.54228079009511,6.4,NA
MYS,2019,117,6,WPR,20033,25144,0.7967308304167993,100,6.6,77,0.38696807163164676,-0.17686682517451124,-0.4196699459618519,0.6077879155107772,5.9,NA
MYS,2020,117,6,WPR,17834,22973,0.7763026161145693,99,5.8,68,0.684955891887273,-0.18268166939693997,-0.4382992655484863,0.018223786769772203,5.6,1
MYS,2021,117,6,WPR,16347,20710,0.7893288266537904,98,7.6,63,0.9829437121428992,-0.1884965136193687,-0.39638329647855886,-0.3093118403085639,4.5,1
MYS,2022,117,6,WPR,19602,24279,0.8073643889781292,98,8.5,73,1.2809315323985255,-0.1884965136193687,-0.3754253119435951,0.3457594138481083,4.5,1
MYS,2023,117,6,WPR,20891,25632,0.8150358926342073,97,8.2,77,1.5789193526541516,-0.19431135784179743,-0.382411306788583,0.6077879155107772,4,1
MDV,2012,103,5,SEA,86,109,0.7889908256880734,49,1.6,58,-1.6989466701577367,-0.4734238805183762,-0.5361031933783171,-0.6368474673869,0.13,NA
MDV,2013,103,5,SEA,95,113,0.8407079646017699,48,2.1,59,-1.4009588499021106,-0.4792387247408049,-0.5244598686366706,-0.5713403419712327,0,NA
MDV,2014,103,5,SEA,47,126,0.373015873015873,50,2,61,-1.1029710296464843,-0.46760903629594747,-0.5267885335849999,-0.44032609113989835,0,NA
MDV,2015,103,5,SEA,127,153,0.8300653594771242,57,1.6,63,-0.8049832093908581,-0.42690512673894637,-0.5361031933783171,-0.3093118403085639,0,NA
MDV,2016,103,5,SEA,139,168,0.8273809523809523,57,2.9,67,-0.5069953891352319,-0.42690512673894637,-0.5058305490500362,-0.04728333864589502,0.6,NA
MDV,2017,103,5,SEA,93,136,0.6838235294117647,42,2.4,71,-0.20900756887960567,-0.5141277900753772,-0.5174738737916827,0.21474516301677388,0,NA
MDV,2018,103,5,SEA,88,138,0.6376811594202898,43,2.3,69,0.08898025137602054,-0.5083129458529485,-0.5198025387400119,0.08373091218543942,0.72,NA
MDV,2019,103,5,SEA,94,154,0.6103896103896104,48,2.1,66,0.38696807163164676,-0.4792387247408049,-0.5244598686366706,-0.11279046406156223,0,NA
MDV,2020,103,5,SEA,86,107,0.8037383177570093,33,1.9,64,0.684955891887273,-0.5664613880772358,-0.5291171985333293,-0.24380471489289668,0,1
MDV,2021,103,5,SEA,67,87,0.7701149425287356,27,1.8,62,0.9829437121428992,-0.6013504534118082,-0.5314458634816585,-0.3748189657242311,0,1
MDV,2022,103,5,SEA,77,111,0.6936936936936937,34,1.7,62,1.2809315323985255,-0.5606465438548071,-0.5337745284299878,-0.3748189657242311,0,1
MDV,2023,103,5,SEA,78,117,0.6666666666666666,36,1.6,62,1.5789193526541516,-0.5490168554099496,-0.5361031933783171,-0.3748189657242311,0,1
MLI,2012,107,1,AFR,5196,5602,0.9275258836129954,68,17,47,-1.6989466701577367,-0.3629418402922304,-0.17748879133560416,-1.3574258469592395,7.2,NA
MLI,2013,107,1,AFR,4325,5810,0.7444061962134251,66,17,50,-1.4009588499021106,-0.3745715287370879,-0.17748879133560416,-1.1609044707122378,17,NA
MLI,2014,107,1,AFR,3764,5177,0.7270620050222136,64,17,50,-1.1029710296464843,-0.38620121718194533,-0.17748879133560416,-1.1609044707122378,15,NA
MLI,2015,107,1,AFR,5208,6732,0.7736185383244206,63,14,58,-0.8049832093908581,-0.39201606140437406,-0.2473487397854833,-0.6368474673869,14,NA
MLI,2016,107,1,AFR,5410,7038,0.7686842853083262,61,14,58,-0.5069953891352319,-0.4036457498492315,-0.2473487397854833,-0.6368474673869,13,NA
MLI,2017,107,1,AFR,5014,6388,0.784909204758923,60,14,54,-0.20900756887960567,-0.40946059407166024,-0.2473487397854833,-0.8988759690495689,11,NA
MLI,2018,107,1,AFR,5518,6889,0.8009870808535346,59,13,57,0.08898025137602054,-0.41527543829408897,-0.27063538926877634,-0.7023545928025672,10,NA
MLI,2019,107,1,AFR,5689,6909,0.8234187291938052,57,13,57,0.38696807163164676,-0.42690512673894637,-0.27063538926877634,-0.7023545928025672,9.8,NA
MLI,2021,107,1,AFR,5994,7285,0.822786547700755,54,11,60,0.9829437121428992,-0.44434965940623256,-0.31720868823536247,-0.5058332165555656,8.6,1
MLI,2022,107,1,AFR,6672,7897,0.8448778016968469,53,9.9,64,1.2809315323985255,-0.4501645036286613,-0.3428240026669848,-0.24380471489289668,8.8,1
MLI,2023,107,1,AFR,6920,8266,0.8371642874425357,52,8.9,67,1.5789193526541516,-0.45597934785109,-0.3661106521502778,-0.04728333864589502,6.6,1
MLT,2020,108,4,EUR,136,137,0.9927007299270073,27,0.24,100,0.684955891887273,-0.6013504534118082,-0.5677730366755958,2.1144518000711234,NA,1
MLT,2021,108,4,EUR,52,53,0.9811320754716981,10,0.22,100,0.9829437121428992,-0.7002028051930964,-0.5682387696652615,2.1144518000711234,NA,1
MHL,2012,105,6,WPR,127,147,0.8639455782312925,517,110,54,-1.6989466701577367,2.247923215578267,1.9881696106106495,-0.8988759690495689,0,NA
MHL,2013,105,6,WPR,136,153,0.8888888888888888,532,112,55,-1.4009588499021106,2.3351458789146977,2.034742909577236,-0.8333688436339016,0.88,NA
MHL,2014,105,6,WPR,131,152,0.8618421052631579,509,105,56,-1.1029710296464843,2.201404461798837,1.8717363631941843,-0.7678617182182345,0,NA
MHL,2015,105,6,WPR,31,128,0.2421875,498,101,57,-0.8049832093908581,2.137441175352121,1.778589765261012,-0.7023545928025672,0,NA
MHL,2016,105,6,WPR,142,176,0.8068181818181818,649,129,58,-0.5069953891352319,3.0154826529388585,2.4306159507932175,-0.6368474673869,0,NA
MHL,2017,105,6,WPR,165,199,0.8291457286432161,745,145,59,-0.20900756887960567,3.573707698292016,2.803202342525906,-0.5713403419712327,0,NA
MHL,2018,105,6,WPR,373,410,0.9097560975609756,1610,313,59,0.08898025137602054,8.603547950692862,6.715359455719138,-0.5713403419712327,0,NA
MHL,2019,105,6,WPR,195,224,0.8705357142857143,877,171,59,0.38696807163164676,4.341267135652608,3.4086552290915253,-0.5713403419712327,0.44,NA
MHL,2020,105,6,WPR,126,147,0.8571428571428571,581,112,59,0.684955891887273,2.620073245813705,2.034742909577236,-0.5713403419712327,0,1
MHL,2021,105,6,WPR,106,118,0.8983050847457628,478,92,60,0.9829437121428992,2.0211442909035466,1.5690099199113745,-0.5058332165555656,0,1
MHL,2022,105,6,WPR,88,106,0.8301886792452831,427,82,60,1.2809315323985255,1.7245872355596816,1.336143425078444,-0.5058332165555656,0,1
MHL,2023,105,6,WPR,199,216,0.9212962962962963,928,178,60,1.5789193526541516,4.637824190996473,3.5716617754745767,-0.5058332165555656,0,1
MRT,2012,114,1,AFR,987,1450,0.6806896551724138,125,27,58,-1.6989466701577367,-0.03149571961379313,0.05537770349732633,-0.6368474673869,7.3,NA
MRT,2013,114,1,AFR,1526,2137,0.71408516612073,118,29,50,-1.4009588499021106,-0.0721996291707942,0.10195100246391244,-1.1609044707122378,6.7,NA
MRT,2014,114,1,AFR,1696,2420,0.7008264462809918,112,24,56,-1.1029710296464843,-0.10708869450536655,-0.014482244952552814,-0.7678617182182345,6,NA
MRT,2015,114,1,AFR,1537,2166,0.7096029547553093,107,25,51,-0.8049832093908581,-0.13616291561751018,0.008804404530740235,-1.0953973452965706,5.3,NA
MRT,2016,114,1,AFR,1751,2511,0.697331740342493,102,22,57,-0.5069953891352319,-0.1652371367296538,-0.061055543919138915,-0.7023545928025672,4.8,NA
MRT,2017,114,1,AFR,1857,2427,0.765142150803461,98,19,60,-0.20900756887960567,-0.1884965136193687,-0.13091549236901806,-0.5058332165555656,4.4,NA
MRT,2018,114,1,AFR,1949,2416,0.8067052980132451,94,19,59,0.08898025137602054,-0.21175589050908358,-0.13091549236901806,-0.5713403419712327,4,NA
MRT,2019,114,1,AFR,2061,2529,0.8149466192170819,89,16,63,0.38696807163164676,-0.24083011162122722,-0.2007754408188972,-0.3093118403085639,3.7,NA
MRT,2020,114,1,AFR,1804,2409,0.7488584474885844,84,16,61,0.684955891887273,-0.26990433273337083,-0.2007754408188972,-0.44032609113989835,3.7,1
MRT,2021,114,1,AFR,2012,2438,0.8252666119770303,79,14,65,0.9829437121428992,-0.29897855384551447,-0.2473487397854833,-0.17829758947722946,3.7,1
MRT,2022,114,1,AFR,2098,2501,0.8388644542183127,75,12,68,1.2809315323985255,-0.3222379307352294,-0.2939220387520694,0.018223786769772203,1.7,1
MUS,2012,115,1,AFR,116,128,0.90625,17,1.8,57,-1.6989466701577367,-0.6594988956360954,-0.5314458634816585,-0.7023545928025672,7.7,NA
MUS,2013,115,1,AFR,115,130,0.8846153846153846,17,2.5,59,-1.4009588499021106,-0.6594988956360954,-0.5151452088433534,-0.5713403419712327,17,NA
MUS,2014,115,1,AFR,113,126,0.8968253968253969,16,2.1,61,-1.1029710296464843,-0.6653137398585242,-0.5244598686366706,-0.44032609113989835,11,NA
MUS,2015,115,1,AFR,117,128,0.9140625,16,1.8,63,-0.8049832093908581,-0.6653137398585242,-0.5314458634816585,-0.3093118403085639,11,NA
MUS,2016,115,1,AFR,108,121,0.8925619834710744,15,2.1,64,-0.5069953891352319,-0.6711285840809529,-0.5244598686366706,-0.24380471489289668,14,NA
MUS,2017,115,1,AFR,104,118,0.8813559322033898,14,2.5,65,-0.20900756887960567,-0.6769434283033815,-0.5151452088433534,-0.17829758947722946,18,NA
MUS,2018,115,1,AFR,106,131,0.8091603053435115,16,2.4,65,0.08898025137602054,-0.6653137398585242,-0.5174738737916827,-0.17829758947722946,22,NA
MUS,2019,115,1,AFR,94,119,0.7899159663865546,14,2.6,65,0.38696807163164676,-0.6769434283033815,-0.5128165438950241,-0.17829758947722946,26,NA
MUS,2020,115,1,AFR,86,103,0.8349514563106796,12,1.4,65,0.684955891887273,-0.688573116748239,-0.5407605232749758,-0.17829758947722946,18,1
MUS,2021,115,1,AFR,74,91,0.8131868131868132,11,1.3,65,0.9829437121428992,-0.6943879609706677,-0.543089188223305,-0.17829758947722946,13,1
MUS,2022,115,1,AFR,79,120,0.6583333333333333,15,2.4,65,1.2809315323985255,-0.6711285840809529,-0.5174738737916827,-0.17829758947722946,17,1
MUS,2023,115,1,AFR,67,103,0.6504854368932039,12,1.9,65,1.5789193526541516,-0.688573116748239,-0.5291171985333293,-0.17829758947722946,17,1
MEX,2012,104,2,AMR,16622,20661,0.8045109142829485,26,2.7,67,-1.6989466701577367,-0.6071652976342369,-0.5104878789466948,-0.04728333864589502,8.1,NA
MEX,2013,104,2,AMR,16646,20708,0.8038439250531195,26,2.7,68,-1.4009588499021106,-0.6071652976342369,-0.5104878789466948,0.018223786769772203,7.5,NA
MEX,2014,104,2,AMR,16909,21193,0.7978577832303119,25,2.5,70,-1.1029710296464843,-0.6129801418566656,-0.5151452088433534,0.14923803760110665,6.9,NA
MEX,2015,104,2,AMR,17239,21600,0.7981018518518519,25,2.7,72,-0.8049832093908581,-0.6129801418566656,-0.5104878789466948,0.2802522884324411,11,NA
MEX,2016,104,2,AMR,17528,22193,0.7897985851394584,25,2.7,72,-0.5069953891352319,-0.6129801418566656,-0.5104878789466948,0.2802522884324411,13,NA
MEX,2017,104,2,AMR,17490,22757,0.7685547304126203,25,2.6,73,-0.20900756887960567,-0.6129801418566656,-0.5128165438950241,0.3457594138481083,12,NA
MEX,2018,104,2,AMR,17710,23271,0.7610330454213399,26,2.4,73,0.08898025137602054,-0.6071652976342369,-0.5174738737916827,0.3457594138481083,9.6,NA
MEX,2019,104,2,AMR,16798,23266,0.7219977649789392,26,2.7,73,0.38696807163164676,-0.6071652976342369,-0.5104878789466948,0.3457594138481083,12,NA
MEX,2020,104,2,AMR,12301,17241,0.7134736964213213,26,3.1,53,0.684955891887273,-0.6071652976342369,-0.5011732191533775,-0.9643830944652361,13,1
MEX,2021,104,2,AMR,15087,21124,0.7142113236129521,27,3,64,0.9829437121428992,-0.6013504534118082,-0.5035018841017068,-0.24380471489289668,13,1
MEX,2022,104,2,AMR,17516,24928,0.7026636713735558,27,3.7,73,1.2809315323985255,-0.6013504534118082,-0.4872012294634017,0.3457594138481083,12,1
MEX,2023,104,2,AMR,18276,26327,0.6941922740912372,28,2.9,75,1.5789193526541516,-0.5955356091893794,-0.5058305490500362,0.47677366467944277,11,1
FSM,2014,56,6,WPR,156,166,0.9397590361445783,391,99,44,-1.1029710296464843,1.5152528435522477,1.732016466294426,-1.553947223206241,0,NA
FSM,2015,56,6,WPR,86,107,0.8037383177570093,214,54,45,-0.8049832093908581,0.48602541618236333,0.6841172395462387,-1.4884400977905738,0,NA
FSM,2016,56,6,WPR,131,145,0.903448275862069,293,71,47,-0.5069953891352319,0.9453981097542326,1.0799902807622206,-1.3574258469592395,0,NA
FSM,2017,56,6,WPR,122,139,0.8776978417266187,262,62,48,-0.20900756887960567,0.7651379388589421,0.8704104354125831,-1.2919187215435721,0,NA
FSM,2018,56,6,WPR,91,98,0.9285714285714286,187,45,47,0.08898025137602054,0.3290246221767878,0.47453739419660124,-1.3574258469592395,0,NA
FSM,2019,56,6,WPR,74,91,0.8131868131868132,180,44,46,0.38696807163164676,0.2883207126197867,0.45125074471330817,-1.4229329723749067,0,NA
FSM,2020,56,6,WPR,72,92,0.782608695652174,178,44,47,0.684955891887273,0.27669102417492925,0.45125074471330817,-1.3574258469592395,0,1
FSM,2021,56,6,WPR,66,72,0.9166666666666666,137,33,47,0.9829437121428992,0.03828241105535156,0.19509760039708463,-1.3574258469592395,0,1
FSM,2023,56,6,WPR,185,211,0.8767772511848341,397,96,47,1.5789193526541516,1.55014190888682,1.6621565178445468,-1.3574258469592395,0.48,1
MNG,2012,111,6,WPR,3578,4049,0.8836749814769079,428,12,34,-1.6989466701577367,1.7304020797821105,-0.2939220387520694,-2.209018477362913,0.12,NA
MNG,2013,111,6,WPR,3742,4220,0.8867298578199052,428,12,35,-1.4009588499021106,1.7304020797821105,-0.2939220387520694,-2.143511351947246,0.14,NA
MNG,2014,111,6,WPR,3860,4483,0.8610305598929289,428,12,36,-1.1029710296464843,1.7304020797821105,-0.2939220387520694,-2.078004226531579,0.23,NA
MNG,2015,111,6,WPR,3978,4685,0.8490928495197438,428,11,37,-0.8049832093908581,1.7304020797821105,-0.31720868823536247,-2.012497101115912,0.16,NA
MNG,2016,111,6,WPR,3687,4083,0.9030124908155768,428,11,34,-0.5069953891352319,1.7304020797821105,-0.31720868823536247,-2.209018477362913,0.24,NA
MNG,2017,111,6,WPR,3640,4002,0.9095452273863068,428,11,32,-0.20900756887960567,1.7304020797821105,-0.31720868823536247,-2.340032728194248,0.18,NA
MNG,2018,111,6,WPR,3298,3644,0.9050493962678375,428,11,29,0.08898025137602054,1.7304020797821105,-0.31720868823536247,-2.5365541044412496,0.11,NA
MNG,2019,111,6,WPR,3600,4111,0.8756993432254926,428,10,31,0.38696807163164676,1.7304020797821105,-0.3404953377186555,-2.405539853609915,0.12,NA
MNG,2020,111,6,WPR,3333,3710,0.8983827493261456,418,10,28,0.684955891887273,1.6722536375578232,-0.3404953377186555,-2.6020612298569166,0.12,1
MNG,2021,111,6,WPR,2317,2584,0.896671826625387,421,11,19,0.9829437121428992,1.6896981702251093,-0.31720868823536247,-3.1916253585979217,0.09,1
MNG,2022,111,6,WPR,2319,2670,0.8685393258426967,440,12,19,1.2809315323985255,1.800180210451255,-0.2939220387520694,-3.1916253585979217,0,1
MNG,2023,111,6,WPR,2339,2836,0.82475317348378,448,11,19,1.5789193526541516,1.8466989642306848,-0.31720868823536247,-3.1916253585979217,0.11,1
MNE,2012,110,4,EUR,90,107,0.8411214953271028,24,0.2,65,-1.6989466701577367,-0.6187949860790943,-0.5687045026549274,-0.17829758947722946,0,NA
MNE,2014,110,4,EUR,101,113,0.8938053097345132,27,0.2,66,-1.1029710296464843,-0.6013504534118082,-0.5687045026549274,-0.11279046406156223,0,NA
MNE,2015,110,4,EUR,74,80,0.925,19,0.28,67,-0.8049832093908581,-0.647869207191238,-0.566841570696264,-0.04728333864589502,1.4,NA
MNE,2016,110,4,EUR,70,87,0.8045977011494253,20,0.2,68,-0.5069953891352319,-0.6420543629688092,-0.5687045026549274,0.018223786769772203,0,NA
MNE,2017,110,4,EUR,65,75,0.8666666666666667,17,0.2,70,-0.20900756887960567,-0.6594988956360954,-0.5687045026549274,0.14923803760110665,0,NA
MNE,2018,110,4,EUR,77,81,0.9506172839506173,19,0.27,71,0.08898025137602054,-0.647869207191238,-0.5670744371910968,0.21474516301677388,1.2,NA
MNE,2019,110,4,EUR,78,82,0.9512195121951219,18,0.2,71,0.38696807163164676,-0.6536840514136667,-0.5687045026549274,0.21474516301677388,0,NA
MNE,2021,110,4,EUR,75,80,0.9375,17,0.2,77,0.9829437121428992,-0.6594988956360954,-0.5687045026549274,0.6077879155107772,0,1
MNE,2022,110,4,EUR,66,71,0.9295774647887324,17,0.2,68,1.2809315323985255,-0.6594988956360954,-0.5687045026549274,0.018223786769772203,3,1
MNE,2023,110,4,EUR,55,62,0.8870967741935484,17,0.19,59,1.5789193526541516,-0.6594988956360954,-0.5689373691497603,-0.5713403419712327,3.2,1
MAR,2012,100,3,EMR,25418,28705,0.8854903326946525,97,7.2,89,-1.6989466701577367,-0.19431135784179743,-0.40569795627187605,1.393873420498784,0.64,NA
MAR,2013,100,3,EMR,25979,29144,0.8914013175953884,97,7.4,89,-1.4009588499021106,-0.19431135784179743,-0.40104062637521737,1.393873420498784,1.7,NA
MAR,2014,100,3,EMR,25753,29992,0.8586623099493198,99,7.5,89,-1.1029710296464843,-0.18268166939693997,-0.39871196142688814,1.393873420498784,1.6,NA
MAR,2015,100,3,EMR,27019,30636,0.8819362841101972,100,7.5,89,-0.8049832093908581,-0.17686682517451124,-0.39871196142688814,1.393873420498784,1.5,NA
MAR,2016,100,3,EMR,27282,31469,0.8669484254345546,101,7.7,89,-0.5069953891352319,-0.17105198095208252,-0.3940546315302295,1.393873420498784,1.4,NA
MAR,2017,100,3,EMR,27101,30772,0.8807032367086962,98,7.4,89,-0.20900756887960567,-0.1884965136193687,-0.40104062637521737,1.393873420498784,1.3,NA
MAR,2018,100,3,EMR,27406,30977,0.884720921974368,97,7.4,89,0.08898025137602054,-0.19431135784179743,-0.40104062637521737,1.393873420498784,1.2,NA
MAR,2019,100,3,EMR,27299,30762,0.8874260451206033,96,7.2,89,0.38696807163164676,-0.20012620206422616,-0.40569795627187605,1.393873420498784,1.2,NA
MAR,2020,100,3,EMR,25644,29018,0.8837273416500103,89,6.7,89,0.684955891887273,-0.24083011162122722,-0.4173412810135226,1.393873420498784,1.2,0
