iso3,year,country_id,region_id,g_whoregion,success,cohort,prop_success,e_inc_100k,e_mort_100k,c_cdr,year_z,e_inc_100k_z,e_mort_100k_z,c_cdr_z,e_tbhiv_prct,used_2021_defs_flg
CYP,2016,40,4,EUR,37,56,0.6607142857142857,5.9,0.27,79,-0.5069953891352319,-0.7240436665050541,-0.5670744371910968,0.7388021663421116,4.1,NA
CYP,2017,40,4,EUR,34,51,0.6666666666666666,5.2,0.29,80,-0.20900756887960567,-0.7281140574607543,-0.5666087042014311,0.8043092917577789,0,NA
CYP,2018,40,4,EUR,30,51,0.5882352941176471,5,0.45,81,0.08898025137602054,-0.72927702630524,-0.5628828402841042,0.869816417173446,4.5,NA
CYP,2019,40,4,EUR,18,65,0.27692307692307694,6.4,0.26,81,0.38696807163164676,-0.7211362443938398,-0.5673073036859297,0.869816417173446,4.6,NA
CYP,2022,40,4,EUR,24,91,0.26373626373626374,8.7,0.52,81,1.2809315323985255,-0.7077621026822538,-0.5612527748202736,0.869816417173446,4.6,1
CYP,2023,40,4,EUR,31,78,0.3974358974358974,7.2,0.46,81,1.5789193526541516,-0.7164843690158968,-0.5626499737892712,0.869816417173446,4.6,1
CZE,2012,41,4,EUR,415,556,0.7464028776978417,6.8,0.3,79,-1.6989466701577367,-0.7188103067048683,-0.566375837706598,0.7388021663421116,0.65,NA
CZE,2013,41,4,EUR,321,468,0.6858974358974359,5.7,0.64,79,-1.4009588499021106,-0.72520663534954,-0.5584583768822784,0.7388021663421116,0.61,NA
CZE,2014,41,4,EUR,355,467,0.7601713062098501,5.7,0.38,80,-1.1029710296464843,-0.72520663534954,-0.5645129057479347,0.8043092917577789,0.61,NA
CZE,2015,41,4,EUR,343,499,0.687374749498998,6,0.55,80,-0.8049832093908581,-0.7234621820828113,-0.5605541753357748,0.8043092917577789,0.62,NA
CZE,2016,41,4,EUR,346,505,0.6851485148514852,5.9,0.41,82,-0.5069953891352319,-0.7240436665050541,-0.5638143062634359,0.9353235425891133,0.66,NA
CZE,2017,41,4,EUR,337,489,0.689161554192229,5.7,0.36,84,-0.20900756887960567,-0.72520663534954,-0.5649786387376005,1.0663377934204477,0.7,NA
CZE,2018,41,4,EUR,282,422,0.6682464454976303,5,0.37,83,0.08898025137602054,-0.72927702630524,-0.5647457722427676,1.0008306680047805,0.73,NA
CZE,2019,41,4,EUR,330,447,0.738255033557047,5.2,0.22,83,0.38696807163164676,-0.7281140574607543,-0.5682387696652615,1.0008306680047805,0.74,NA
CZE,2020,41,4,EUR,241,347,0.6945244956772334,4.1,0.24,84,0.684955891887273,-0.734510386105426,-0.5677730366755958,1.0663377934204477,0.74,1
CZE,2021,41,4,EUR,231,342,0.6754385964912281,4,0.35,84,0.9829437121428992,-0.7350918705276688,-0.5652115052324334,1.0663377934204477,0.74,1
CZE,2022,41,4,EUR,225,360,0.625,4.2,0.22,84,1.2809315323985255,-0.733928901683183,-0.5682387696652615,1.0663377934204477,2,1
CZE,2023,41,4,EUR,295,418,0.7057416267942583,4.9,0.4,84,1.5789193526541516,-0.7298585107274829,-0.5640471727582688,1.0663377934204477,6,1
COD,2016,33,1,AFR,113219,127503,0.8879712634212529,443,143,35,-0.5069953891352319,1.8176247431185413,2.75662904355932,-2.143511351947246,13,NA
COD,2017,33,1,AFR,135234,149657,0.9036262921213174,434,128,40,-0.20900756887960567,1.7652911451166828,2.4073293013099244,-1.81597572486891,10,NA
COD,2018,33,1,AFR,157387,169748,0.9271802907839857,426,118,44,0.08898025137602054,1.718772391337253,2.1744628064769937,-1.553947223206241,11,NA
COD,2019,33,1,AFR,164580,178527,0.9218773630879363,417,112,46,0.38696807163164676,1.6664387933353944,2.034742909577236,-1.4229329723749067,11,NA
COD,2020,33,1,AFR,188943,200955,0.940225423602299,409,98,51,0.684955891887273,1.6199200395559645,1.708729816811133,-1.0953973452965706,7.8,1
COD,2021,33,1,AFR,204357,214408,0.9531220849968285,401,92,54,0.9829437121428992,1.573401285776535,1.5690099199113745,-0.8988759690495689,8,1
COD,2022,33,1,AFR,234898,246119,0.9544082334155429,392,77,61,1.2809315323985255,1.5210676877746763,1.219710177661979,-0.44032609113989835,6.8,1
COD,2023,33,1,AFR,245656,258069,0.9519004607294949,385,72,63,1.5789193526541516,1.4803637782176753,1.1032769302455137,-0.3093118403085639,6.5,1
DNK,2012,44,4,EUR,230,358,0.6424581005586593,7.8,0.46,78,-1.6989466701577367,-0.7129954624824396,-0.5626499737892712,0.6732950409264444,3,NA
DNK,2013,44,4,EUR,193,329,0.5866261398176292,7.5,0.34,79,-1.4009588499021106,-0.7147399157491683,-0.5654443717272664,0.7388021663421116,2.7,NA
DNK,2014,44,4,EUR,152,291,0.5223367697594502,6.5,0.27,80,-1.1029710296464843,-0.720554759971597,-0.5670744371910968,0.8043092917577789,2.5,NA
DNK,2015,44,4,EUR,157,314,0.5,7,0.35,80,-0.8049832093908581,-0.7176473378603826,-0.5652115052324334,0.8043092917577789,2.5,NA
DNK,2016,44,4,EUR,108,288,0.375,6.3,0.44,81,-0.5069953891352319,-0.7217177288160828,-0.5631157067789371,0.869816417173446,2.5,NA
DNK,2017,44,4,EUR,99,251,0.3944223107569721,5.4,0.27,81,-0.20900756887960567,-0.7269510886162686,-0.5670744371910968,0.869816417173446,2.6,NA
DNK,2018,44,4,EUR,42,266,0.15789473684210525,5.7,0.2,82,0.08898025137602054,-0.72520663534954,-0.5687045026549274,0.9353235425891133,2.6,NA
DNK,2019,44,4,EUR,117,259,0.4517374517374517,5.4,0.29,82,0.38696807163164676,-0.7269510886162686,-0.5666087042014311,0.9353235425891133,2.2,NA
DNK,2020,44,4,EUR,71,206,0.3446601941747573,4.3,0.21,82,0.684955891887273,-0.7333474172609402,-0.5684716361600944,0.9353235425891133,2.2,1
DNK,2021,44,4,EUR,40,199,0.20100502512562815,4,0.17,82,0.9829437121428992,-0.7350918705276688,-0.5694031021394261,0.9353235425891133,2.2,1
DNK,2022,44,4,EUR,38,206,0.18446601941747573,4.2,0.19,82,1.2809315323985255,-0.733928901683183,-0.5689373691497603,0.9353235425891133,2.7,1
DNK,2023,44,4,EUR,50,168,0.2976190476190476,3.5,0.19,82,1.5789193526541516,-0.7379992926388832,-0.5689373691497603,0.9353235425891133,2.7,1
DJI,2012,43,3,EMR,1108,3570,0.3103641456582633,1020,361,35,-1.6989466701577367,5.1727898594599155,7.8331186309172045,-2.143511351947246,25,NA
DJI,2013,43,3,EMR,1031,1383,0.7454808387563269,889,305,36,-1.4009588499021106,4.411045266321753,6.529066259852794,-2.078004226531579,23,NA
DJI,2014,43,3,EMR,1008,1240,0.8129032258064516,651,197,37,-1.1029710296464843,3.0271123413837158,4.0141081156571445,-2.012497101115912,8.5,NA
DJI,2017,43,3,EMR,895,1059,0.8451369216241738,454,122,43,-0.20900756887960567,1.8815880295652572,2.267609404410166,-1.6194543486219084,4.8,NA
DJI,2018,43,3,EMR,1680,1997,0.8412618928392589,433,115,43,0.08898025137602054,1.759476300894254,2.1046028580271146,-1.6194543486219084,3.6,NA
DJI,2019,43,3,EMR,1500,1825,0.821917808219178,389,103,43,0.38696807163164676,1.5036231551073902,1.8251630642275982,-1.6194543486219084,3.3,NA
DJI,2020,43,3,EMR,1440,1701,0.8465608465608465,366,99,42,0.684955891887273,1.3698817379915296,1.732016466294426,-1.6849614740375756,3.9,1
DJI,2021,43,3,EMR,1471,1792,0.8208705357142857,392,107,41,0.9829437121428992,1.5210676877746763,1.9183096621607703,-1.7504685994532427,2.7,1
DOM,2013,45,2,AMR,2404,2898,0.8295376121463078,62,9.1,70,-1.4009588499021106,-0.3978309056268028,-0.36145332225361926,0.14923803760110665,25,NA
DOM,2014,45,2,AMR,2293,2770,0.827797833935018,60,8.3,72,-1.1029710296464843,-0.40946059407166024,-0.3800826418402537,0.2802522884324411,23,NA
DOM,2015,45,2,AMR,3563,4468,0.7974485228290062,59,7.7,73,-0.8049832093908581,-0.41527543829408897,-0.3940546315302295,0.3457594138481083,24,NA
DOM,2016,45,2,AMR,3072,4117,0.7461743988341025,55,7,73,-0.5069953891352319,-0.43853481518380383,-0.41035528616853467,0.3457594138481083,24,NA
DOM,2017,45,2,AMR,2815,3791,0.7425481403323662,50,6.3,73,-0.20900756887960567,-0.46760903629594747,-0.4266559408068398,0.3457594138481083,25,NA
DOM,2018,45,2,AMR,2855,3737,0.763981803585764,49,5.7,73,0.08898025137602054,-0.4734238805183762,-0.44062793049681565,0.3457594138481083,25,NA
DOM,2019,45,2,AMR,2735,3428,0.7978413068844807,45,4.8,74,0.38696807163164676,-0.4966832574080911,-0.46158591503177937,0.41126653926377554,25,NA
DOM,2020,45,2,AMR,2025,2418,0.8374689826302729,46,6.9,52,0.684955891887273,-0.4908684131856624,-0.4126839511168639,-1.0298902198809032,25,1
DOM,2021,45,2,AMR,2595,3175,0.8173228346456692,47,6.4,64,0.9829437121428992,-0.48505356896323365,-0.42432727585851043,-0.24380471489289668,24,1
DOM,2022,45,2,AMR,3088,3853,0.8014534129249935,49,4,75,1.2809315323985255,-0.4734238805183762,-0.4802152346184138,0.47677366467944277,21,1
DOM,2023,45,2,AMR,3379,4177,0.8089537945894183,50,4.1,78,1.5789193526541516,-0.46760903629594747,-0.4778865696700845,0.6732950409264444,23,1
ECU,2012,47,2,AMR,3977,5310,0.7489642184557439,51,5.4,69,-1.6989466701577367,-0.46179419207351874,-0.4476139253418035,0.08373091218543942,11,NA
ECU,2013,47,2,AMR,3946,5277,0.7477733560735266,47,5.2,71,-1.4009588499021106,-0.48505356896323365,-0.4522712552384622,0.21474516301677388,14,NA
ECU,2014,47,2,AMR,3899,5072,0.768730283911672,44,5.1,73,-1.1029710296464843,-0.5024981016305198,-0.4545999201867915,0.3457594138481083,13,NA
ECU,2015,47,2,AMR,3943,5097,0.773592309201491,42,4.7,75,-0.8049832093908581,-0.5141277900753772,-0.46391457998010865,0.47677366467944277,11,NA
ECU,2016,47,2,AMR,3811,5284,0.7212339137017411,42,4.7,76,-0.5069953891352319,-0.5141277900753772,-0.46391457998010865,0.54228079009511,13,NA
ECU,2017,47,2,AMR,4233,5721,0.7399056109071841,44,5.1,77,-0.20900756887960567,-0.5024981016305198,-0.4545999201867915,0.6077879155107772,13,NA
EGY,2013,48,3,EMR,6756,7876,0.8577958354494667,14,0.36,60,-1.4009588499021106,-0.6769434283033815,-0.5649786387376005,-0.5058332165555656,0.58,NA
EGY,2014,48,3,EMR,6043,7177,0.841995262644559,13,0.34,55,-1.1029710296464843,-0.6827582725258102,-0.5654443717272664,-0.8333688436339016,0.61,NA
EGY,2015,48,3,EMR,6698,7860,0.8521628498727736,13,0.46,61,-0.8049832093908581,-0.6827582725258102,-0.5626499737892712,-0.44032609113989835,0.64,NA
EGY,2016,48,3,EMR,6917,7974,0.8674441936292953,13,0.46,63,-0.5069953891352319,-0.6827582725258102,-0.5626499737892712,-0.3093118403085639,0.69,NA
EGY,2017,48,3,EMR,6913,8053,0.8584378492487272,12,0.46,64,-0.20900756887960567,-0.688573116748239,-0.5626499737892712,-0.24380471489289668,0.74,NA
EGY,2018,48,3,EMR,7159,8291,0.8634664093595465,12,0.46,66,0.08898025137602054,-0.688573116748239,-0.5626499737892712,-0.11279046406156223,0.79,NA
EGY,2019,48,3,EMR,7000,8046,0.8699975142928164,11,0.46,65,0.38696807163164676,-0.6943879609706677,-0.5626499737892712,-0.17829758947722946,0.83,NA
EGY,2020,48,3,EMR,6087,6834,0.8906935908691835,11,0.47,57,0.684955891887273,-0.6943879609706677,-0.5624171072944383,-0.7023545928025672,0.83,1
EGY,2021,48,3,EMR,5932,6725,0.8820817843866171,11,0.47,56,0.9829437121428992,-0.6943879609706677,-0.5624171072944383,-0.7678617182182345,0.83,1
EGY,2022,48,3,EMR,6916,7967,0.8680808334379315,11,0.46,67,1.2809315323985255,-0.6943879609706677,-0.5626499737892712,-0.04728333864589502,0.83,1
EGY,2023,48,3,EMR,8123,9277,0.8756063382559017,10,0.46,79,1.5789193526541516,-0.7002028051930964,-0.5626499737892712,0.7388021663421116,1.1,1
SLV,2012,148,2,AMR,1919,2053,0.9347296639064783,46,2.6,73,-1.6989466701577367,-0.4908684131856624,-0.5128165438950241,0.3457594138481083,11,NA
SLV,2013,148,2,AMR,2014,2176,0.9255514705882353,48,2.4,74,-1.4009588499021106,-0.4792387247408049,-0.5174738737916827,0.41126653926377554,9.5,NA
SLV,2014,148,2,AMR,1998,2206,0.9057116953762466,48,2.5,74,-1.1029710296464843,-0.4792387247408049,-0.5151452088433534,0.41126653926377554,9.3,NA
SLV,2015,148,2,AMR,2267,2452,0.9245513866231647,53,2.1,75,-0.8049832093908581,-0.4501645036286613,-0.5244598686366706,0.47677366467944277,7.7,NA
SLV,2016,148,2,AMR,2739,3034,0.9027686222808174,65,2.2,76,-0.5069953891352319,-0.3803863729595166,-0.5221312036883413,0.54228079009511,6.8,NA
SLV,2017,148,2,AMR,3316,3666,0.9045280960174578,77,1.9,76,-0.20900756887960567,-0.3106082422903719,-0.5291171985333293,0.54228079009511,4.7,NA
SLV,2018,148,2,AMR,3280,3615,0.9073305670816044,76,2.8,77,0.08898025137602054,-0.31642308651280066,-0.5081592139983654,0.6077879155107772,5.8,NA
SLV,2019,148,2,AMR,2701,3009,0.8976404120970423,63,2,77,0.38696807163164676,-0.39201606140437406,-0.5267885335849999,0.6077879155107772,6.4,NA
SLV,2020,148,2,AMR,1816,2042,0.8893241919686582,42,1.8,78,0.684955891887273,-0.5141277900753772,-0.5314458634816585,0.6732950409264444,6.1,1
SLV,2021,148,2,AMR,1697,1936,0.8765495867768595,39,1.8,79,0.9829437121428992,-0.5315723227426634,-0.5314458634816585,0.7388021663421116,6.6,1
SLV,2022,148,2,AMR,2170,2517,0.8621374652363926,51,2.2,79,1.2809315323985255,-0.46179419207351874,-0.5221312036883413,0.7388021663421116,8.2,1
SLV,2023,148,2,AMR,3858,4265,0.9045720984759672,86,2.4,79,1.5789193526541516,-0.2582746442885134,-0.5174738737916827,0.7388021663421116,6.1,1
GNQ,2014,64,1,AFR,321,551,0.5825771324863884,243,96,34,-1.1029710296464843,0.6546558986327964,1.6621565178445468,-2.209018477362913,40,NA
GNQ,2015,64,1,AFR,511,1191,0.4290512174643157,239,96,37,-0.8049832093908581,0.6313965217430815,1.6621565178445468,-2.012497101115912,50,NA
GNQ,2016,64,1,AFR,1223,1369,0.8933528122717312,234,90,40,-0.5069953891352319,0.6023223006309378,1.5224366209447886,-1.81597572486891,51,NA
GNQ,2017,64,1,AFR,1023,1367,0.7483540599853694,229,83,40,-0.20900756887960567,0.5732480795187942,1.3594300745617371,-1.81597572486891,39,NA
GNQ,2018,64,1,AFR,970,1482,0.6545209176788124,225,83,37,0.08898025137602054,0.5499887026290793,1.3594300745617371,-2.012497101115912,36,NA
GNQ,2019,64,1,AFR,1131,1481,0.763673193787981,220,76,40,0.38696807163164676,0.5209144815169356,1.196423528178686,-1.81597572486891,32,NA
GNQ,2020,64,1,AFR,1098,1477,0.7433987813134733,216,79,40,0.684955891887273,0.4976551046272208,1.2662834766285649,-1.81597572486891,42,1
GNQ,2021,64,1,AFR,1110,1887,0.5882352941176471,211,67,49,0.9829437121428992,0.46858088351507715,0.9868436828290483,-1.226411596127905,40,1
GNQ,2022,64,1,AFR,2558,3108,0.823037323037323,207,35,81,1.2809315323985255,0.4453215066253623,0.24167089936367073,0.869816417173446,55,1
GNQ,2023,64,1,AFR,2416,3556,0.6794150731158605,203,18,96,1.5789193526541516,0.4220621297356474,-0.1542021418523111,1.8524232984084543,63,1
ERI,2013,49,1,AFR,2539,2862,0.8871418588399721,229,65,41,-1.4009588499021106,0.5732480795187942,0.9402703838624623,-1.7504685994532427,6.6,NA
ERI,2014,49,1,AFR,2176,2389,0.9108413562159899,186,52,42,-1.1029710296464843,0.32320977795435907,0.6375439405796526,-1.6849614740375756,6.1,NA
ERI,2015,49,1,AFR,1852,2061,0.898592916060165,156,42,43,-0.8049832093908581,0.14876445128149732,0.4046774457467221,-1.6194543486219084,5.4,NA
ERI,2016,49,1,AFR,2025,2215,0.9142212189616253,163,44,43,-0.5069953891352319,0.1894683608384984,0.45125074471330817,-1.6194543486219084,6,NA
ERI,2017,49,1,AFR,1883,2036,0.924852652259332,147,39,44,-0.20900756887960567,0.09643085327963881,0.3348174972968429,-1.553947223206241,4.4,NA
ERI,2018,49,1,AFR,1742,1864,0.9345493562231759,132,35,44,0.08898025137602054,0.00920818994320794,0.24167089936367073,-1.553947223206241,4.4,NA
ERI,2019,49,1,AFR,1691,1816,0.9311674008810573,127,33,44,0.38696807163164676,-0.019866031168935684,0.19509760039708463,-1.553947223206241,3.9,NA
ERI,2020,49,1,AFR,1470,1617,0.9090909090909091,111,29,44,0.684955891887273,-0.11290353872779528,0.10195100246391244,-1.553947223206241,3.8,1
ERI,2021,49,1,AFR,1481,1586,0.9337957124842371,111,29,43,0.9829437121428992,-0.11290353872779528,0.10195100246391244,-1.6194543486219084,2.6,1
ERI,2022,49,1,AFR,1842,1955,0.9421994884910486,134,35,43,1.2809315323985255,0.02083787838806539,0.24167089936367073,-1.6194543486219084,3,1
ERI,2023,49,1,AFR,2065,2210,0.9343891402714932,149,39,43,1.5789193526541516,0.10806054172449625,0.3348174972968429,-1.6194543486219084,2.5,1
EST,2012,51,4,EUR,165,222,0.7432432432432432,27,4,72,-1.6989466701577367,-0.6013504534118082,-0.4802152346184138,0.2802522884324411,17,NA
EST,2013,51,4,EUR,197,226,0.8716814159292036,27,2.9,73,-1.4009588499021106,-0.6013504534118082,-0.5058305490500362,0.3457594138481083,13,NA
EST,2014,51,4,EUR,162,194,0.8350515463917526,24,2.8,75,-1.1029710296464843,-0.6187949860790943,-0.5081592139983654,0.47677366467944277,10,NA
EST,2015,51,4,EUR,142,172,0.8255813953488372,21,2.3,76,-0.8049832093908581,-0.6362395187463805,-0.5198025387400119,0.54228079009511,12,NA
EST,2016,51,4,EUR,133,166,0.8012048192771084,19,2.7,76,-0.5069953891352319,-0.647869207191238,-0.5104878789466948,0.54228079009511,12,NA
EST,2017,51,4,EUR,111,138,0.8043478260869565,17,2.1,77,-0.20900756887960567,-0.6594988956360954,-0.5244598686366706,0.6077879155107772,8.2,NA
EST,2018,51,4,EUR,96,115,0.8347826086956521,14,1.3,78,0.08898025137602054,-0.6769434283033815,-0.543089188223305,0.6732950409264444,8.9,NA
EST,2019,51,4,EUR,91,120,0.7583333333333333,14,1.6,78,0.38696807163164676,-0.6769434283033815,-0.5361031933783171,0.6732950409264444,12,NA
EST,2020,51,4,EUR,76,101,0.7524752475247525,11,0.95,79,0.684955891887273,-0.6943879609706677,-0.5512395155424576,0.7388021663421116,9.7,1
EST,2021,51,4,EUR,72,86,0.8372093023255814,10,1.3,79,0.9829437121428992,-0.7002028051930964,-0.543089188223305,0.7388021663421116,12,1
EST,2022,51,4,EUR,79,102,0.7745098039215687,12,1,79,1.2809315323985255,-0.688573116748239,-0.550075183068293,0.7388021663421116,5.1,1
EST,2023,51,4,EUR,66,77,0.8571428571428571,9.1,0.96,79,1.5789193526541516,-0.7054361649932823,-0.5510066490476246,0.7388021663421116,13,1
SWZ,2012,157,1,AFR,5184,7162,0.7238201619659314,1110,374,57,-1.6989466701577367,5.6961258394785,8.135845074200015,-0.7023545928025672,75,NA
SWZ,2013,157,1,AFR,5386,7191,0.7489917952996802,1030,343,57,-1.4009588499021106,5.230938301684202,7.41395894021793,-0.7023545928025672,74,NA
SWZ,2014,157,1,AFR,4262,5455,0.781301558203483,855,284,57,-1.1029710296464843,4.213340562759176,6.04004662070364,-0.7023545928025672,73,NA
SWZ,2015,157,1,AFR,3304,4148,0.7965284474445516,648,213,58,-0.8049832093908581,3.0096678087164297,4.386694507389834,-0.6368474673869,72,NA
SWZ,2016,157,1,AFR,2840,3403,0.8345577431677931,537,175,58,-0.5069953891352319,2.3642201000268415,3.5018018270246976,-0.6368474673869,70,NA
SWZ,2017,157,1,AFR,2631,3042,0.8648915187376726,502,162,58,-0.20900756887960567,2.160700552241836,3.199075383741888,-0.6368474673869,69,NA
SWZ,2018,157,1,AFR,2482,2771,0.8957055214723927,441,134,58,0.08898025137602054,1.8059950546736838,2.547049198209683,-0.6368474673869,60,NA
SWZ,2019,157,1,AFR,2227,2587,0.8608426749130267,363,91,67,0.38696807163164676,1.3524372053242433,1.5457232704280817,-0.04728333864589502,60,NA
SWZ,2020,157,1,AFR,1571,1949,0.806054386865059,336,86,53,0.684955891887273,1.1954364113186677,1.4292900230116163,-0.9643830944652361,62,1
SWZ,2021,157,1,AFR,1438,1822,0.7892425905598244,334,88,48,0.9829437121428992,1.1838067228738103,1.4758633219782025,-1.2919187215435721,62,1
SWZ,2022,157,1,AFR,1892,2289,0.8265618173875054,335,85,58,1.2809315323985255,1.1896215670962391,1.4060033735283233,-0.6368474673869,61,1
SWZ,2023,157,1,AFR,1794,2172,0.8259668508287292,326,82,57,1.5789193526541516,1.1372879690943805,1.336143425078444,-0.7023545928025672,61,1
ETH,2019,52,1,AFR,96651,107230,0.9013429077683484,163,23,59,0.38696807163164676,0.1894683608384984,-0.037768894435845864,-0.5713403419712327,6.5,NA
ETH,2022,52,1,AFR,97825,113638,0.8608476037945053,146,19,62,1.2809315323985255,0.09061600905721008,-0.13091549236901806,-0.3748189657242311,3.9,1
ETH,2023,52,1,AFR,128783,134000,0.9610671641791044,143,22,73,1.5789193526541516,0.07317147638992391,-0.061055543919138915,0.3457594138481083,8.3,1
FJI,2012,54,6,WPR,182,211,0.8625592417061612,43,4.1,53,-1.6989466701577367,-0.5083129458529485,-0.4778865696700845,-0.9643830944652361,2.1,NA
FJI,2013,54,6,WPR,192,248,0.7741935483870968,51,4.1,54,-1.4009588499021106,-0.46179419207351874,-0.4778865696700845,-0.8988759690495689,2.2,NA
FJI,2014,54,6,WPR,273,315,0.8666666666666667,74,5,56,-1.1029710296464843,-0.32805277495765806,-0.45692858513512075,-0.7678617182182345,3.9,NA
FJI,2015,54,6,WPR,293,341,0.8592375366568915,69,4.4,58,-0.8049832093908581,-0.3571269960698017,-0.4709005748250965,-0.6368474673869,1.8,NA
FJI,2016,54,6,WPR,262,296,0.8851351351351351,59,4.8,57,-0.5069953891352319,-0.41527543829408897,-0.46158591503177937,-0.7023545928025672,3.1,NA
FJI,2017,54,6,WPR,286,352,0.8125,68,4.9,57,-0.20900756887960567,-0.3629418402922304,-0.45925725008345003,-0.7023545928025672,2.7,NA
FJI,2018,54,6,WPR,261,396,0.6590909090909091,73,5.8,57,0.08898025137602054,-0.3338676191800868,-0.4382992655484863,-0.7023545928025672,5.3,NA
FJI,2019,54,6,WPR,159,527,0.301707779886148,89,6.5,58,0.38696807163164676,-0.24083011162122722,-0.42199861091018115,-0.6368474673869,6.2,NA
FJI,2020,54,6,WPR,240,443,0.5417607223476298,81,5.9,58,0.684955891887273,-0.287348865400657,-0.43597060060015697,-0.6368474673869,5,1
FJI,2021,54,6,WPR,161,290,0.5551724137931034,63,6.3,59,0.9829437121428992,-0.39201606140437406,-0.4266559408068398,-0.5713403419712327,8.1,1
FJI,2022,54,6,WPR,289,577,0.5008665511265165,105,8.1,59,1.2809315323985255,-0.14779260406236763,-0.3847399717369123,-0.5713403419712327,9.3,1
FJI,2023,54,6,WPR,236,391,0.6035805626598465,72,9.3,59,1.5789193526541516,-0.3396824634025155,-0.35679599235696063,-0.5713403419712327,18,1
FIN,2012,53,4,EUR,116,262,0.44274809160305345,5.7,0.93,85,-1.6989466701577367,-0.72520663534954,-0.5517052485321234,1.131844918836115,1.4,NA
FIN,2013,53,4,EUR,140,265,0.5283018867924528,5.7,0.59,85,-1.4009588499021106,-0.72520663534954,-0.5596227093564431,1.131844918836115,1.3,NA
FIN,2014,53,4,EUR,112,250,0.448,5.4,0.76,86,-1.1029710296464843,-0.7269510886162686,-0.5556639789442832,1.1973520442517822,1.3,NA
FIN,2015,53,4,EUR,94,260,0.36153846153846153,5.7,0.62,86,-0.8049832093908581,-0.72520663534954,-0.5589241098719443,1.1973520442517822,1.3,NA
FIN,2016,53,4,EUR,70,216,0.32407407407407407,4.8,0.49,85,-0.5069953891352319,-0.7304399951497258,-0.5619513743047725,1.131844918836115,1.4,NA
FIN,2017,53,4,EUR,85,237,0.35864978902953587,5,0.65,85,-0.20900756887960567,-0.72927702630524,-0.5582255103874455,1.131844918836115,1.4,NA
FIN,2018,53,4,EUR,45,220,0.20454545454545456,4.9,0.56,85,0.08898025137602054,-0.7298585107274829,-0.5603213088409419,1.131844918836115,1.5,NA
FIN,2019,53,4,EUR,85,222,0.38288288288288286,4.8,0.54,85,0.38696807163164676,-0.7304399951497258,-0.5607870418306078,1.131844918836115,1.5,NA
FIN,2020,53,4,EUR,44,173,0.2543352601156069,3.7,0.39,85,0.684955891887273,-0.7368363237943975,-0.5642800392531017,1.131844918836115,1.5,1
FIN,2021,53,4,EUR,11,167,0.0658682634730539,3.6,0.45,86,0.9829437121428992,-0.7374178082166403,-0.5628828402841042,1.1973520442517822,1.5,1
FIN,2022,53,4,EUR,1,179,0.00558659217877095,4,0.31,86,1.2809315323985255,-0.7350918705276688,-0.5661429712117652,1.1973520442517822,1.5,1
FIN,2023,53,4,EUR,58,169,0.3431952662721893,3.7,0.55,86,1.5789193526541516,-0.7368363237943975,-0.5605541753357748,1.1973520442517822,1.5,1
FRA,2016,55,4,EUR,2484,4623,0.5373134328358209,8.7,0.77,83,-0.5069953891352319,-0.7077621026822538,-0.5554311124494503,1.0008306680047805,6.7,NA
FRA,2017,55,4,EUR,1124,4715,0.2383881230116649,9,0.77,83,-0.20900756887960567,-0.7060176494155251,-0.5554311124494503,1.0008306680047805,5.7,NA
FRA,2018,55,4,EUR,498,4715,0.1056203605514316,8.8,0.67,83,0.08898025137602054,-0.7071806182600109,-0.5577597773977796,1.0008306680047805,6.2,NA
FRA,2019,55,4,EUR,581,4814,0.1206896551724138,9,0.67,83,0.38696807163164676,-0.7060176494155251,-0.5577597773977796,1.0008306680047805,6.1,NA
FRA,2020,55,4,EUR,1578,4263,0.3701618578465869,8.1,0.56,83,0.684955891887273,-0.711251009215711,-0.5603213088409419,1.0008306680047805,5.1,1
FRA,2021,55,4,EUR,1449,3942,0.3675799086757991,7.4,0.54,83,0.9829437121428992,-0.7153214001714111,-0.5607870418306078,1.0008306680047805,5.3,1
FRA,2022,55,4,EUR,1449,3965,0.3654476670870114,7,0.47,83,1.2809315323985255,-0.7176473378603826,-0.5624171072944383,1.0008306680047805,4.6,1
FRA,2023,55,4,EUR,879,4503,0.19520319786808793,8.3,0.77,83,1.5789193526541516,-0.7100880403712253,-0.5554311124494503,1.0008306680047805,5.2,1
PYF,2012,137,6,WPR,44,52,0.8461538461538461,31,6.1,59,-1.6989466701577367,-0.5780910765220932,-0.43131327070349845,-0.5713403419712327,0,NA
PYF,2014,137,6,WPR,44,58,0.7586206896551724,33,6.2,61,-1.1029710296464843,-0.5664613880772358,-0.4289846057551691,-0.44032609113989835,0,NA
PYF,2016,137,6,WPR,46,56,0.8214285714285714,31,5.6,63,-0.5069953891352319,-0.5780910765220932,-0.442956595445145,-0.3093118403085639,0,NA
PYF,2017,137,6,WPR,43,53,0.8113207547169812,29,5,64,-0.20900756887960567,-0.5897207649669507,-0.45692858513512075,-0.24380471489289668,0,NA
PYF,2020,137,6,WPR,58,64,0.90625,35,6.1,65,0.684955891887273,-0.5548316996323783,-0.43131327070349845,-0.17829758947722946,0,1
PYF,2022,137,6,WPR,42,54,0.7777777777777778,30,5.3,65,1.2809315323985255,-0.583905920744522,-0.44994259029013284,-0.17829758947722946,2.5,1
GAB,2012,57,1,AFR,1097,2018,0.543607532210109,483,141,55,-1.6989466701577367,2.0502185120156904,2.7100557445927342,-0.8333688436339016,43,NA
